id,name,debut_manga,debut_anime,debut_novel,debut_movie,debut_game,debut_ova,sex,blood_type,clan
1144,Suika,N/A,Naruto Shippūden Episode #236,N/A,N/A,N/A,N/A,Male,N/A,N/A
1337,Yūgao Uzuki,Naruto Chapter #137,Naruto Episode #54,N/A,N/A,Naruto: Clash of Ninja Revolution 2,Hidden Leaf Village Grand Sports Festival!,Female,A,N/A
80,Ao,Naruto Chapter #454,Naruto Shippūden Episode #199,Sasuke Shinden: Book of Sunrise  (Mentioned),N/A,Naruto Shippūden: Ultimate Ninja Impact,N/A,Male,A,N/A
62,Ameno,N/A,Naruto Shippūden Episode #395,N/A,N/A,N/A,N/A,Female,N/A,N/A
55,Amachi,N/A,Naruto Episode #170,N/A,N/A,N/A,N/A,Male,N/A,N/A
125,Boro,Boruto Chapter #15,Boruto Episode #157,N/A,N/A,Naruto x Boruto: Ninja Voltage,N/A,Male,N/A,N/A
119,Benga,N/A,Boruto Episode #141,N/A,N/A,N/A,N/A,Male,N/A,N/A
143,Monzaemon Chikamatsu,Naruto Chapter #272 (Mentioned),Naruto Shippūden Episode #26 (Mentioned),N/A,N/A,N/A,N/A,Male,N/A,N/A
159,Code,Boruto Chapter #15,Boruto Episode #157,N/A,N/A,Naruto x Boruto: Ninja Voltage,N/A,Male,N/A,N/A
199,Dodai,Naruto Chapter #541,Naruto Shippūden Episode #282,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm Revolution,N/A,Male,O,N/A
293,Hayate Gekkō,Naruto Chapter #65,Naruto Episode #37,The Last: Naruto the Movie,The Last: Naruto the Movie,Naruto: Ultimate Ninja,Hidden Leaf Village Grand Sports Festival!,Male,AB,N/A
328,Dōshu Goetsu,Naruto Chapter #700+1,Boruto Episode #1,The New Leaves Soaring Through the Blue Sky!,N/A,Naruto: Ultimate Ninja Online,N/A,Male,N/A,N/A
339,Gozu,N/A,Naruto Shippūden Episode #91,N/A,N/A,N/A,N/A,Male,N/A,N/A
368,Hanzō,Naruto Chapter #369,Naruto Shippūden Episode #128,N/A,N/A,Naruto Shippūden: Ultimate Ninja Impact,N/A,Male,A,N/A
404,Yomito Hirasaka,N/A,N/A,N/A,N/A,Naruto Shippūden: Kizuna Drive,N/A,Male,N/A,Hirasaka
413,Hōichi,N/A,Naruto Shippūden Episode #410,N/A,N/A,N/A,N/A,Male,N/A,N/A
450,Ichi,N/A,N/A,Naruto Shippūden the Movie: The Will of Fire,Naruto Shippūden the Movie: The Will of Fire,N/A,N/A,Male,N/A,N/A
553,Kakō,N/A,Boruto Episode #78,N/A,N/A,N/A,N/A,Male,N/A,N/A
598,Karyū,N/A,Naruto Shippūden Episode #484,Sasuke Shinden: Book of Sunrise,N/A,N/A,N/A,Male,N/A,N/A
608,Katsuyu,Naruto Chapter #169,Naruto Episode #95,N/A,The Last: Naruto the Movie,Naruto: Ultimate Ninja 2,Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!,File:Gender Other.svg Other,N/A,N/A
649,Kirisame,N/A,N/A,Naruto: Mission: Protect The Waterfall Village! (novel),N/A,N/A,Mission: Protect the Waterfall Village!,Male,N/A,N/A
668,Renga Kokubō,N/A,Boruto Episode #1,The New Leaves Soaring Through the Blue Sky!,N/A,Naruto: Ultimate Ninja Online,N/A,Male,N/A,N/A
704,Kujaku,N/A,Naruto Episode #216,N/A,N/A,N/A,N/A,Female,N/A,N/A
757,Malice,N/A,N/A,N/A,N/A,Naruto Shippūden 3D: The New Era,N/A,Female,N/A,Rinha
912,Ōga,N/A,Boruto Episode #275,N/A,N/A,N/A,N/A,Female,N/A,N/A
909,Nurari,N/A,Naruto Shippūden Episode #91,N/A,N/A,N/A,N/A,Male,N/A,N/A
938,Indra Ōtsutsuki,Naruto Chapter #462,Naruto Shippūden Episode #203,The Last: Naruto the Movie,The Last: Naruto the Movie,Naruto Shippūden: Ultimate Ninja Impact,N/A,Male,N/A,Ōtsutsuki
967,Rasa,Naruto Chapter #95,Naruto Episode #57,Itachi Shinden: Book of Bright Light  (Mentioned),N/A,Naruto Shippūden: Ultimate Ninja Storm 3,N/A,Male,A,Kazekage   (Novel only)
986,Ryōgi,N/A,Boruto Episode #43,N/A,N/A,N/A,N/A,Male,N/A,N/A
1003,Sadai,N/A,Naruto Shippūden Episode #196,N/A,N/A,N/A,N/A,Male,N/A,N/A
1048,Saya,N/A,Naruto Shippūden Episode #398,N/A,N/A,N/A,N/A,Female,N/A,N/A
1074,Setsuna,N/A,N/A,Naruto Shippūden the Movie,Naruto Shippūden the Movie,N/A,N/A,Male,N/A,N/A
1115,Shishio,N/A,Naruto Shippūden Episode #396,N/A,N/A,N/A,N/A,Male,N/A,N/A
1166,Namida Suzumeno,Konoha Shinden Chapter #1,Boruto Episode #1,The New Leaves Soaring Through the Blue Sky!,N/A,Naruto x Boruto: Ninja Voltage,N/A,Female,N/A,N/A
1179,Hōki Taketori,N/A,Boruto Episode #1,The New Leaves Soaring Through the Blue Sky!,N/A,Naruto: Ultimate Ninja Online,N/A,Male,N/A,N/A
1197,Tatewaki,N/A,Naruto Shippūden Episode #309,N/A,N/A,N/A,N/A,Male,N/A,N/A
1274,Tsukino,N/A,N/A,N/A,N/A,Naruto Shippūden: Ultimate Ninja Heroes 3,N/A,Female,N/A,N/A
1342,Menma Uzumaki,N/A,N/A,Road to Ninja: Naruto the Movie,Road to Ninja: Naruto the Movie,Naruto Mobile,N/A,Male,B,Uzumaki
1345,Nine-Tailed Naruto Clone,N/A,Naruto Shippūden Episode #292,N/A,N/A,N/A,N/A,Male,N/A,N/A
1364,Fū Yamanaka,Naruto Chapter #454,Naruto Shippūden Episode #198,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm Generations,N/A,Male,A,Yamanaka
1427,Zō,Naruto Chapter #99,Naruto Episode #68,Naruto Shippūden the Movie: The Will of Fire,Naruto Shippūden the Movie: The Will of Fire,Naruto Shippūden: Ultimate Ninja Blazing,N/A,Male,N/A,N/A
63,Ameyuki,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
835,Ibiki Morino,Naruto Chapter #40,Naruto Episode #21,"Sakura Hiden: Thoughts of Love, Riding Upon a Spring Breeze",Naruto the Movie: Blood Prison,Naruto: Ultimate Ninja,Hidden Leaf Village Grand Sports Festival!,Male,A,N/A
1325,Iruka Umino,Naruto Chapter #1,Naruto Episode #1,"Naruto: Innocent Heart, Demonic Blood",Naruto the Movie: Ninja Clash in the Land of Snow,Naruto: Konoha Ninpōchō,Naruto Shippūden: UNSG anime cutscenes,Male,O,N/A
38,Chōbee Akimichi,N/A,N/A,N/A,N/A,N/A,Boruto OVA,Male,N/A,Akimichi
46,Shitō Akimichi,Naruto Chapter #422,Naruto Shippūden Episode #159,N/A,N/A,N/A,N/A,Male,N/A,Akimichi
57,Gensui Amagiri,N/A,N/A,N/A,N/A,Naruto Shippūden: Kizuna Drive,N/A,Male,N/A,Amagiri
58,Taisa Amagiri,N/A,N/A,N/A,N/A,Naruto Shippūden: Kizuna Drive,N/A,Male,N/A,Amagiri
73,Eagle-Masked Anbu Member,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
77,Aniki (missing-nin),N/A,Boruto Episode #266,N/A,N/A,N/A,N/A,Male,N/A,N/A
133,Burami,N/A,Naruto Shippūden Episode #395,N/A,N/A,N/A,N/A,Male,N/A,N/A
146,Chiriku,Naruto Chapter #314,Naruto Shippūden Episode #57,N/A,N/A,Naruto Shippūden: Ultimate Ninja Heroes 3  (Mentioned),N/A,Male,A,N/A
157,Chūkichi,Naruto Chapter #516,Naruto Shippūden Episode #261,N/A,N/A,N/A,N/A,Male,AB,N/A
160,Conch King,N/A,Naruto Shippūden Episode #187,N/A,N/A,N/A,N/A,N/A,N/A,N/A
206,Dōshin,N/A,N/A,N/A,N/A,Naruto Shippūden: Ultimate Ninja Heroes 3,N/A,Male,N/A,N/A
247,Tenma Funato,N/A,Boruto Episode #236,N/A,N/A,N/A,N/A,Male,N/A,Funato
267,Gamamaru,Naruto Chapter #376,Naruto Shippūden Episode #127,Road to Ninja: Naruto the Movie,Road to Ninja: Naruto the Movie,Naruto x Boruto: Ninja Voltage,N/A,Male,N/A,N/A
269,Gamariki,N/A,Naruto Shippūden Episode #91,Road to Ninja: Naruto the Movie,Road to Ninja: Naruto the Movie,Naruto: Ultimate Ninja Online,N/A,Male,N/A,N/A
297,Gengo,N/A,Naruto Shippūden Episode #491,Shikamaru Hiden: A Cloud Drifting in Silent Darkness,N/A,Naruto Shippūden: Ultimate Ninja Blazing,N/A,Male,N/A,N/A
302,Gennō,N/A,Naruto Episode #197,N/A,N/A,N/A,N/A,Male,N/A,N/A
348,Kotetsu Hagane,Naruto Chapter #36,Naruto Episode #3,Naruto Shippūden the Movie: The Will of Fire,Naruto Shippūden the Movie: The Will of Fire,Naruto: Ultimate Ninja,Hidden Leaf Village Grand Sports Festival!,Male,B,N/A
389,Hidari,N/A,Boruto Episode #40,N/A,N/A,N/A,N/A,Male,N/A,N/A
408,Hisame,N/A,N/A,Naruto: Mission: Protect The Waterfall Village! (novel),N/A,N/A,Mission: Protect the Waterfall Village!,Female,N/A,N/A
429,Mangetsu Hōzuki,Naruto Chapter #522,Naruto Shippūden Episode #265,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm 3,N/A,Male,AB,Hōzuki
468,Tsume Inuzuka,Naruto Chapter #137,Naruto Episode #79,N/A,Naruto the Movie: Blood Prison,Naruto Shippūden: Ultimate Ninja Blazing,Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!,Female,B,Inuzuka
463,Akita Inuzuka,Boruto Chapter #18,Boruto Episode #183,N/A,N/A,N/A,N/A,Female,N/A,Inuzuka
483,Tsuru Itoi,N/A,Boruto Episode #1,The New Leaves Soaring Through the Blue Sky!,N/A,Naruto: Ultimate Ninja Online,N/A,Female,N/A,N/A
507,Jibachi,N/A,Naruto Episode #148,N/A,N/A,N/A,N/A,Male,N/A,Kamizuru
509,Jiga,N/A,Naruto Episode #187,N/A,N/A,N/A,N/A,Male,N/A,N/A
537,Kagura (game),N/A,N/A,N/A,N/A,Naruto: Clash of Ninja Revolution 2,N/A,Female,N/A,N/A
571,Izumo Kamizuki,Naruto Chapter #36,Naruto Episode #3,Naruto Shippūden the Movie: The Will of Fire,Naruto Shippūden the Movie: The Will of Fire,Naruto: Ultimate Ninja,Hidden Leaf Village Grand Sports Festival!,Male,A,N/A
621,Third Kazekage,Naruto Chapter #690,Naruto Shippūden Episode #457,N/A,N/A,Naruto Shippūden: Ninja Council 4,Naruto Shippūden: UNSG anime cutscenes,Male,N/A,N/A
674,Komachi,N/A,N/A,N/A,N/A,Naruto: Clash of Ninja Revolution 2,N/A,Female,N/A,N/A
716,Kushimaru Kuriarare,Naruto Chapter #522,Naruto Shippūden Episode #265,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm 3,N/A,Male,AB,N/A
717,Kurobachi,N/A,Naruto Episode #148,N/A,N/A,N/A,N/A,Male,N/A,Kamizuru
754,Maki,Naruto Chapter #270,Naruto Shippūden Episode #12,N/A,N/A,N/A,N/A,Female,N/A,N/A
780,Menma (anime),N/A,Naruto Episode #213,N/A,N/A,N/A,N/A,Male,N/A,Shiin
834,Monju,N/A,Naruto Episode #209,N/A,N/A,N/A,N/A,Male,N/A,N/A
846,Mugino,Boruto Chapter #16,Boruto Episode #158,N/A,N/A,N/A,N/A,Male,N/A,N/A
852,Muku,N/A,N/A,Naruto the Movie: Blood Prison,Naruto the Movie: Blood Prison,N/A,N/A,Male,N/A,N/A
857,Muyami,N/A,Naruto Shippūden Episode #395,N/A,N/A,N/A,N/A,Male,N/A,N/A
873,Ensui Nara,Naruto Chapter #523,Naruto Shippūden Episode #266,N/A,N/A,N/A,N/A,Male,N/A,Nara
923,Enko Onikuma,N/A,Boruto Episode #1,The New Leaves Soaring Through the Blue Sky!,N/A,Naruto: Ultimate Ninja Online,N/A,Female,N/A,Onikuma
965,Ranke,N/A,N/A,Naruto the Movie: Legend of the Stone of Gelel,Naruto the Movie: Legend of the Stone of Gelel,N/A,N/A,Female,N/A,N/A
979,Nadare Rōga,N/A,N/A,Naruto the Movie: Ninja Clash in the Land of Snow (novel),Naruto the Movie: Ninja Clash in the Land of Snow,Naruto: Ultimate Ninja 2,N/A,Male,N/A,N/A
984,Ruiga,N/A,Naruto Episode #187,N/A,N/A,N/A,N/A,Male,N/A,N/A
989,Genshō Ryūdōin,N/A,Naruto Episode #195,N/A,N/A,Naruto: Path of the Ninja 2,N/A,Male,N/A,N/A
1022,Sana,N/A,Naruto Shippūden Episode #398,N/A,N/A,N/A,N/A,Female,N/A,N/A
1052,Seimei,N/A,Naruto Episode #219,N/A,N/A,N/A,N/A,Male,N/A,N/A
1054,Sekiei,N/A,Boruto Episode #72,N/A,N/A,N/A,N/A,Male,N/A,N/A
1076,Shamo,N/A,Boruto Episode #275,N/A,N/A,N/A,N/A,Male,N/A,N/A
1145,Fuguki Suikazan,Naruto Chapter #507,Naruto Shippūden Episode #251,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm 3,N/A,Male,O,N/A
1147,Suiren,N/A,Naruto Shippūden Episode #395,N/A,N/A,N/A,N/A,Female,N/A,N/A
1214,Enzo Tenrō,N/A,N/A,N/A,N/A,Naruto Shippūden: Kizuna Drive,N/A,Male,N/A,Tenrō
1215,Ryuka Tenrō,N/A,N/A,N/A,N/A,Naruto Shippūden: Kizuna Drive,N/A,Female,N/A,Tenrō
1260,Towa,N/A,N/A,N/A,N/A,Naruto: Clash of Ninja Revolution 2,N/A,Male,N/A,N/A
1276,Tsukiyo,N/A,Boruto Episode #141,N/A,N/A,N/A,N/A,Male,N/A,N/A
1382,Yome,N/A,Naruto Shippūden Episode #395,N/A,N/A,N/A,N/A,Female,N/A,N/A
1369,Kohan Yamanaka,N/A,Boruto Episode #177,N/A,N/A,N/A,N/A,Male,N/A,Yamanaka
1411,Yurinojō,N/A,Naruto Episode #187,N/A,N/A,N/A,N/A,Male,N/A,N/A
630,Kiiro,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
664,Mukai Kohinata,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
435,Hanabi Hyūga,Naruto Chapter #78,Naruto Episode #46,The Last: Naruto the Movie,The Last: Naruto the Movie,Naruto: Ultimate Ninja 3,Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!,Female,A,Hyūga
436,Hiashi Hyūga,Naruto Chapter #78,Naruto Episode #46,The Last: Naruto the Movie,Naruto the Movie: Blood Prison,Naruto: Ultimate Ninja 2,Hidden Leaf Village Grand Sports Festival!,Male,B,Hyūga
444,Neji Hyūga,Naruto Chapter #36,Naruto Episode #21,Konoha Hiden: The Perfect Day for a Wedding,Naruto Shippūden the Movie,Naruto: Konoha Ninpōchō,Hidden Leaf Village Grand Sports Festival!,Male,O,Hyūga
1223,Mei Terumī,Naruto Chapter #454,Naruto Shippūden Episode #199,Kakashi Hiden: Lightning in the Icy Sky,The Last: Naruto the Movie,Naruto Shippūden 3D: The New Era,Naruto Shippūden: UNSG anime cutscenes,Female,AB,N/A
1336,Koharu Utatane,Naruto Chapter #93,Naruto Episode #55,"Sakura Hiden: Thoughts of Love, Riding Upon a Spring Breeze",N/A,Naruto: Ultimate Ninja,Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!,Female,A,N/A
1397,Kurenai Yūhi,Naruto Chapter #34,Naruto Episode #3,Shikamaru Hiden: A Cloud Drifting in Silent Darkness,Naruto Shippūden the Movie,Naruto: Konoha Ninpōchō,Hidden Leaf Village Grand Sports Festival!,Female,AB,Sarutobi
10,Muta Aburame,Naruto Chapter #427,Naruto Shippūden Episode #162,N/A,Naruto the Movie: Blood Prison,N/A,N/A,Male,N/A,Aburame
48,Akino,Naruto Chapter #29,Naruto Episode #17,"Naruto: Innocent Heart, Demonic Blood",Road to Ninja: Naruto the Movie,Naruto: Ultimate Ninja,N/A,Male,N/A,N/A
87,Arashi,N/A,Naruto Episode #137,N/A,N/A,N/A,N/A,Male,N/A,Fūma  (Land of Sound)
90,Asaka,N/A,Boruto Episode #160,N/A,N/A,N/A,N/A,Male,N/A,N/A
106,Baji,N/A,Naruto Shippūden Episode #195,N/A,N/A,N/A,N/A,Male,N/A,N/A
131,Bunpuku,Naruto Chapter #660,Naruto Shippūden Episode #392,N/A,N/A,N/A,N/A,Male,O,N/A
113,Bandō,N/A,Naruto Shippūden Episode #224,N/A,N/A,N/A,N/A,Male,N/A,N/A
116,Batta,N/A,Boruto Episode #275,N/A,N/A,N/A,N/A,Female,N/A,N/A
129,Bull,Naruto Chapter #29,Naruto Episode #17,"Naruto: Innocent Heart, Demonic Blood",Road to Ninja: Naruto the Movie,Naruto: Ultimate Ninja,N/A,Male,N/A,N/A
121,Bisuke,Naruto Chapter #29,Naruto Episode #17,"Naruto: Innocent Heart, Demonic Blood",Road to Ninja: Naruto the Movie,Naruto: Ultimate Ninja,N/A,Male,N/A,N/A
122,Jūzō Biwa,Naruto Chapter #668,Naruto Shippūden Episode #419,N/A,N/A,Naruto Shippūden: Ultimate Ninja Blazing,N/A,Male,N/A,N/A
138,Chamaru,Boruto Chapter #18,Boruto Episode #183,N/A,N/A,N/A,N/A,Male,N/A,Inuzuka
195,Demonic Statue of the Outer Path,Naruto Chapter #254,Naruto Shippūden Episode #10,The Last: Naruto the Movie,The Last: Naruto the Movie,Naruto Shippūden: Ultimate Ninja 5,N/A,N/A,N/A,N/A
198,Disonasu,N/A,Naruto Shippūden Episode #290,N/A,N/A,N/A,N/A,Male,N/A,N/A
218,Enra,N/A,Boruto Episode #119,N/A,N/A,Naruto Mobile,N/A,Male,N/A,N/A
244,Isari Funato,N/A,Boruto Episode #233,N/A,N/A,N/A,N/A,Male,N/A,Funato
246,Seiren Funato,N/A,Boruto Episode #239,N/A,N/A,N/A,N/A,Female,N/A,Funato
257,Fuyō,N/A,Naruto Shippūden Episode #395,N/A,N/A,N/A,N/A,Female,N/A,N/A
258,Mizore Fuyukuma,N/A,N/A,Naruto the Movie: Ninja Clash in the Land of Snow (novel),Naruto the Movie: Ninja Clash in the Land of Snow,Naruto: Ultimate Ninja 2,N/A,Male,N/A,N/A
288,Gatekeeper,N/A,N/A,N/A,N/A,N/A,N/A,Male,N/A,N/A
335,Gosunkugi,N/A,Naruto Episode #159,N/A,N/A,N/A,N/A,Male,N/A,N/A
343,Guruko,Naruto Chapter #29,Naruto Episode #17,"Naruto: Innocent Heart, Demonic Blood",Road to Ninja: Naruto the Movie,Naruto: Ultimate Ninja,N/A,Male,N/A,N/A
345,Gyūki,Naruto Chapter #413,Naruto Shippūden Episode #143,The Last: Naruto the Movie,Naruto the Movie: Blood Prison,Naruto Shippūden: Ultimate Ninja Storm 2,N/A,N/A,N/A,N/A
347,Tsurushi Hachiya,N/A,Boruto Episode #26,School Trip Bloodwind Records,N/A,N/A,N/A,Male,N/A,N/A
351,Haido,N/A,N/A,Naruto the Movie: Legend of the Stone of Gelel,Naruto the Movie: Legend of the Stone of Gelel,N/A,N/A,Male,N/A,N/A
375,Harusame,N/A,Naruto Shippūden Episode #145,N/A,N/A,N/A,N/A,Male,N/A,N/A
381,Hebihime,N/A,N/A,N/A,N/A,N/A,N/A,Female,N/A,N/A
409,Hisen,N/A,N/A,Naruto: Mission: Protect The Waterfall Village! (novel),N/A,N/A,Mission: Protect the Waterfall Village!,Male,N/A,N/A
418,Hokuto,N/A,Naruto Episode #178,N/A,N/A,N/A,N/A,Female,N/A,N/A
405,Hiruga,N/A,Boruto Episode #160,N/A,N/A,N/A,N/A,Male,N/A,N/A
415,Hōki (Takumi),N/A,Naruto Episode #216,N/A,N/A,N/A,N/A,Male,N/A,N/A
439,Hizashi Hyūga,Naruto Chapter #102,Naruto Episode #61,N/A,N/A,Naruto Shippūden: Ultimate Ninja Blazing,N/A,Male,B,Hyūga
448,Ibuse,Naruto Chapter #369,Naruto Shippūden Episode #128,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm 3,N/A,Male,N/A,N/A
475,Isaribi,N/A,Naruto Episode #169,N/A,N/A,N/A,N/A,Female,N/A,N/A
465,Hana Inuzuka,Naruto Chapter #137,Naruto Episode #79,N/A,Naruto the Movie: Blood Prison,N/A,Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!,Female,O,Inuzuka
485,Ittan,Naruto Chapter #515,Naruto Shippūden Episode #256,N/A,N/A,N/A,N/A,Male,N/A,N/A
488,Iwa Kunoichi,N/A,N/A,N/A,N/A,N/A,N/A,Female,N/A,N/A
517,Jirōbō,Naruto Chapter #115,Naruto Episode #68,N/A,N/A,Naruto: Ultimate Ninja 2,Hidden Leaf Village Grand Sports Festival!,Male,B,N/A
511,Jigumo,N/A,Naruto Episode #137,N/A,N/A,N/A,N/A,Male,N/A,Fūma  (Land of Sound)
512,Jiji,Sasuke Retsuden Chapter #2,Boruto Episode #282,Sasuke Retsuden: The Uchiha Descendants and the Heavenly Stardust,N/A,N/A,N/A,Male,N/A,N/A
522,Jujumaru,N/A,Boruto Episode #229,N/A,N/A,N/A,N/A,Male,N/A,N/A
555,Kakui,N/A,Boruto Episode #162,N/A,N/A,N/A,N/A,Male,N/A,N/A
557,Fubuki Kakuyoku,N/A,N/A,Naruto the Movie: Ninja Clash in the Land of Snow (novel),Naruto the Movie: Ninja Clash in the Land of Snow,Naruto: Ultimate Ninja 2,N/A,Female,N/A,N/A
552,Kakkō,Naruto Chapter #241,Naruto Shippūden Episode #119,Naruto Shippūden the Movie: The Will of Fire,Naruto Shippūden the Movie: The Will of Fire,Naruto Shippūden: Ultimate Ninja Storm 4,N/A,Male,B,N/A
558,Kakuzu,Naruto Chapter #312,Naruto Shippūden Episode #71,Akatsuki Hiden: Evil Flowers in Full Bloom,Road to Ninja: Naruto the Movie,Naruto Shippūden: Gekitō Ninja Taisen! EX 3,Naruto Shippūden: UNSG anime cutscenes,Male,A,N/A
570,Kamira,N/A,N/A,Naruto the Movie: Legend of the Stone of Gelel,Naruto the Movie: Legend of the Stone of Gelel,N/A,N/A,Female,N/A,N/A
578,Kanna,N/A,Naruto Shippūden Episode #466,N/A,N/A,N/A,N/A,Female,N/A,Ōtsutsuki
590,Kagura Karatachi,N/A,Boruto Episode #25,School Trip Bloodwind Records,N/A,N/A,N/A,Male,N/A,Karatachi Family
615,Dotō Kazahana,N/A,N/A,Naruto the Movie: Ninja Clash in the Land of Snow (novel),Naruto the Movie: Ninja Clash in the Land of Snow,Naruto: Ultimate Ninja 2,N/A,Male,N/A,N/A
626,Kidōmaru,Naruto Chapter #115,Naruto Episode #68,N/A,N/A,Naruto: Ultimate Ninja,Hidden Leaf Village Grand Sports Festival!,Male,A,N/A
629,Kihō,N/A,Naruto Shippūden Episode #91,N/A,N/A,N/A,N/A,Male,N/A,N/A
637,Kimimaro,Naruto Chapter #199,Naruto Episode #118,N/A,N/A,Naruto: Ninja Council 2 European Version,Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!,Male,A,Kaguya
651,Kitane,N/A,Naruto Shippūden Episode #66,N/A,N/A,N/A,N/A,Male,N/A,N/A
652,Kitō,Naruto Chapter #235,Naruto Episode #135,N/A,N/A,Naruto: Ultimate Ninja Online,N/A,Male,N/A,N/A
672,Kokuyō (puppeteer),N/A,Naruto Shippūden Episode #235,N/A,N/A,N/A,N/A,Male,N/A,N/A
713,Unkai Kurama,N/A,Naruto Episode #205,N/A,N/A,N/A,N/A,Male,N/A,Kurama
721,Kuromaru,Naruto Chapter #137,Naruto Episode #79,N/A,N/A,N/A,Finally a clash! Jōnin vs. Genin!! Indiscriminate Grand Melee Tournament Meeting!!,Male,N/A,Inuzuka
744,Log,Boruto Chapter #0,Boruto Episode #39,N/A,N/A,Naruto x Boruto: Ninja Tribes,N/A,Male,N/A,N/A
753,Mahiru,Naruto Chapter #239,Naruto Shippūden Episode #119,Naruto Shippūden the Movie: The Will of Fire,Naruto Shippūden the Movie: The Will of Fire,Naruto Shippūden: Ultimate Ninja Storm 4,N/A,Male,AB,N/A
758,Mamushi,N/A,Naruto Shippūden Episode #398,N/A,N/A,N/A,N/A,Male,N/A,N/A
761,Manda,Naruto Chapter #169,Naruto Episode #95,N/A,N/A,Naruto: Ultimate Ninja 2,N/A,Male,N/A,N/A
764,Maroi,N/A,N/A,Naruto the Movie: Blood Prison,Naruto the Movie: Blood Prison,N/A,N/A,Male,N/A,N/A
766,Marui,N/A,Boruto Episode #162,N/A,N/A,N/A,N/A,Male,N/A,N/A
781,Menō (ninja),N/A,N/A,N/A,N/A,Naruto: Uzumaki Chronicles 2,N/A,Female,N/A,Shirogane
824,Mogusa,Naruto Chapter #235,Naruto Episode #135,N/A,N/A,Naruto: Ultimate Ninja Online,N/A,Male,N/A,N/A
829,Momo (ninneko),N/A,Naruto Shippūden Episode #498,Konoha Hiden: The Perfect Day for a Wedding,N/A,N/A,N/A,Male,N/A,N/A
833,Monga,N/A,Naruto Shippūden Episode #285,N/A,N/A,N/A,N/A,Male,N/A,N/A
849,Mujō,N/A,Boruto Episode #141,N/A,N/A,N/A,N/A,Male,N/A,N/A
853,Jinpachi Munashi,Naruto Chapter #522,Naruto Shippūden Episode #265,N/A,N/A,Naruto Shippūden: Ultimate Ninja Storm 3,N/A,Male,AB,N/A
861,Nagato,Naruto Chapter #372,Naruto Shippūden Episode #128,Akatsuki Hiden: Evil Flowers in Full Bloom,Road to Ninja: Naruto the Movie  (Pain),Naruto Shippūden: Ultimate Ninja Heroes 3  (Pain),N/A,Male,A,Uzumaki
903,Rin Nohara,Naruto Chapter #239,Naruto Shippūden Episode #119,Naruto Shippūden the Movie: The Will of Fire,Naruto Shippūden the Movie: The Will of Fire,Naruto Shippūden: Ultimate Ninja Storm Generations,Naruto Shippūden: UNSG anime cutscenes,Female,A,N/A
916,Okisuke,Naruto Chapter #456,Naruto Shippūden Episode #199,N/A,N/A,Naruto Shippūden: Ultimate Ninja Impact,N/A,Male,N/A,N/A
907,Nowaki,N/A,Naruto Shippūden Episode #484,Sasuke Shinden: Book of Sunrise,N/A,N/A,N/A,Male,N/A,N/A
908,Nue,N/A,Boruto Episode #3,Those Who Illuminate the Night of Shinobi!,N/A,Naruto: Ultimate Ninja Online,N/A,N/A,N/A,N/A
949,Pakkun,Naruto Chapter #29,Naruto Episode #17,"Naruto: Innocent Heart, Demonic Blood",Road to Ninja: Naruto the Movie,Naruto: Ultimate Ninja,Hidden Leaf Village Grand Sports Festival!,Male,N/A,N/A
966,Ranmaru,N/A,Naruto Episode #152,N/A,N/A,N/A,N/A,Male,N/A,N/A
977,Rō,N/A,Naruto Shippūden Episode #489,Shikamaru Hiden: A Cloud Drifting in Silent Darkness,N/A,Naruto Shippūden: Ultimate Ninja Blazing,N/A,Male,N/A,N/A
981,Aoi Rokushō,N/A,Naruto Episode #102,N/A,N/A,Naruto: The Broken Bond,N/A,Male,N/A,N/A
976,Rinji,N/A,Naruto Shippūden Episode #91,N/A,N/A,N/A,N/A,Male,N/A,N/A
997,Ryūzetsu,N/A,N/A,Naruto the Movie: Blood Prison,Naruto the Movie: Blood Prison,N/A,N/A,Female,N/A,N/A
999,Sabiru,N/A,Naruto Shippūden Episode #193,N/A,N/A,N/A,N/A,Male,N/A,N/A
1015,Sakon and Ukon,Naruto Chapter #115,Naruto Episode #68,N/A,N/A,Naruto: Ultimate Ninja,Hidden Leaf Village Grand Sports Festival!,Male,AB,N/A
1047,Satori,N/A,N/A,Naruto the Movie: Blood Prison,Naruto the Movie: Blood Prison,N/A,N/A,N/A,N/A,N/A
